epoch,train_ce,train_plr,train_acc,val_acc,val_nll,val_ece,val_brier
21,3.0021473650227892,0.0,0.24631816208023916,0.2676,2.9297173976898194,0.04476948827505112,0.8555725812911987
22,2.9660725207491354,0.0,0.2529173571701077,0.2616,2.950753170251846,0.02439526468515396,0.8566343784332275
23,2.9370035312392493,0.0,0.2590282710099762,0.2784,2.8669730722904205,0.031621307134628296,0.8426997065544128
24,2.897983664816076,0.0,0.2681206597269259,0.2796,2.882876235246658,0.021065551787614822,0.8433166742324829
25,2.8654752522706985,0.0,0.2748382260006937,0.2866,2.8387908339500427,0.034538786858320236,0.8398171067237854
26,2.8410512398589742,0.0,0.2786359690891748,0.296,2.7869587659835817,0.04128311574459076,0.8293275237083435
27,2.8068420988592235,0.0,0.28819691051136365,0.307,2.7588956475257875,0.05002745985984802,0.8267735242843628
28,2.790649313140999,0.0,0.2862215909090909,0.3102,2.752322095632553,0.030154749751091003,0.8242263793945312
29,2.7625354250723664,0.0,0.2966826467520811,0.3142,2.7384827017784117,0.053108856081962585,0.8203178644180298
30,2.7418920438398016,0.0,0.29875167696313426,0.3136,2.6975202918052674,0.049180224537849426,0.8156958222389221
31,2.7124257080934266,0.0,0.3067885890433734,0.3226,2.6754560112953185,0.039985984563827515,0.8115782737731934
32,2.695601511407982,0.0,0.3089340672066266,0.3228,2.6830880284309386,0.040688421577215195,0.8129793405532837
33,2.6757830659096893,0.0,0.3135431463068182,0.3314,2.6178155183792113,0.03551217168569565,0.8023766279220581
34,2.6548340022563934,0.0,0.31630267516117205,0.328,2.6327176094055176,0.017824357375502586,0.8028241395950317
35,2.632802328602834,0.0,0.32072433321313426,0.3312,2.6222167670726777,0.020818745717406273,0.799347460269928
36,2.6182089041579855,0.0,0.3224185211583972,0.3388,2.5945733070373533,0.047181058675050735,0.7950584888458252
37,2.604345753450285,0.0,0.3253704032606699,0.3464,2.560498368740082,0.04039887711405754,0.7903697490692139
38,2.577011749148369,0.0,0.33204604642973706,0.3452,2.5688158690929415,0.041659291833639145,0.7918907999992371
39,2.559496274048632,0.0,0.3359448981725357,0.355,2.523179519176483,0.04919653758406639,0.7855780720710754
40,2.5488432611931455,0.0,0.33701270522380417,0.3566,2.5238480150699614,0.042652808129787445,0.782073974609375
41,2.532857665961439,0.0,0.3389929569411007,0.3608,2.496800982952118,0.04547355696558952,0.7790805697441101
42,2.5158540057865055,0.0,0.34519511520523916,0.3596,2.466536682844162,0.03524341806769371,0.7758728265762329
43,2.5022490722211925,0.0,0.35053661618043075,0.3454,2.5722954750061033,0.027286982163786888,0.7886510491371155
44,2.4918732311237943,0.0,0.3516882694411007,0.3708,2.464907133579254,0.058946870267391205,0.7754392623901367
45,2.4736171676353975,0.0,0.3574909248643301,0.3788,2.4173951268196108,0.04089697450399399,0.7619389295578003
46,2.46317904103886,0.0,0.35567343357781117,0.3664,2.440124714374542,0.04164271429181099,0.7734540700912476
47,2.4559068869460714,0.0,0.35844529276205733,0.3778,2.400224643945694,0.04405156150460243,0.7598918676376343
48,2.429359056055546,0.0,0.3644033104858615,0.3864,2.3977883398532867,0.04151201248168945,0.7620554566383362
49,2.4256519096141513,0.0,0.3626376065340909,0.3704,2.4633944034576416,0.03577632084488869,0.7711909413337708
50,2.413479431108995,0.0,0.3657744436270811,0.3822,2.3837010324001313,0.02302929386496544,0.7553574442863464
51,2.4043264981697905,0.0,0.3661714804104783,0.3868,2.3861506640911103,0.028223806992173195,0.7528316974639893
52,2.393815329129046,0.0,0.37015911064703355,0.3876,2.371755528450012,0.04347223415970802,0.756332516670227
53,2.373065806925297,0.0,0.3744130761108615,0.3884,2.3571996808052065,0.037442974746227264,0.7549636363983154
54,2.366191018711437,0.0,0.3757570825347846,0.3928,2.3532507359981536,0.04544489085674286,0.7546133995056152
55,2.367002218623053,0.0,0.3762897529893301,0.3856,2.3867397248744964,0.04197993502020836,0.7560603618621826
56,2.3410600051283836,0.0,0.3822896938601678,0.3994,2.3110795259475707,0.03200509771704674,0.7421190142631531
57,2.335505410690199,0.0,0.3802872474559329,0.4026,2.309245523810387,0.05380334332585335,0.7456870079040527
58,2.3153115548193455,0.0,0.3847532947124405,0.4,2.2915256202220915,0.02795681729912758,0.7390751242637634
59,2.3149306289851665,0.0,0.38798630838705733,0.4046,2.3133005112409593,0.0401340089738369,0.7405208945274353
60,2.305381512777372,0.0,0.3883068971335888,0.409,2.2637499153614042,0.038760654628276825,0.7317555546760559
61,2.2876834073527292,0.0,0.3922747987407175,0.3998,2.326883536577225,0.03636527806520462,0.7441462278366089
62,2.2928683314133775,0.0,0.391971472481435,0.4032,2.297720047831535,0.0424167700111866,0.7385324239730835
63,2.2799574502489786,0.0,0.3944375394758853,0.4138,2.239422145485878,0.041269101202487946,0.7274504899978638
64,2.268815451724963,0.0,0.3954116359183734,0.4106,2.260116717219353,0.030131809413433075,0.7346266508102417
65,2.2554312094368716,0.0,0.3983733822506937,0.4146,2.236529678106308,0.042829450219869614,0.7277920842170715
66,2.252243654971773,0.0,0.397004715166986,0.4166,2.243942674994469,0.03713032230734825,0.7288622856140137
67,2.2381885820491747,0.0,0.3994411892172965,0.4228,2.21549054980278,0.03746572136878967,0.723434329032898
68,2.2328364435922015,0.0,0.4024325284090909,0.4166,2.2412561416625976,0.03198976069688797,0.7293791770935059
69,2.2280679229985583,0.0,0.4052906999872489,0.4298,2.2053149580955504,0.0525398813188076,0.7216424345970154
70,2.220845753835006,0.0,0.4057321259751916,0.4192,2.2267013669013975,0.026967691257596016,0.7258637547492981
71,2.2237640399147165,0.0,0.4057049992578951,0.4292,2.187475582957268,0.05131186917424202,0.7167066335678101
72,2.212931839241223,0.0,0.4059368095106699,0.4178,2.2239371836185455,0.043813370168209076,0.7277610301971436
73,2.1999026628380474,0.0,0.4101809106597846,0.4218,2.2007797926664354,0.03660248965024948,0.7185087203979492
74,2.196374259550463,0.0,0.4096507063050839,0.4352,2.174130600690842,0.05228731408715248,0.7125124335289001
75,2.198974585668607,0.0,0.4118529040874405,0.4266,2.1687848567962646,0.03109775297343731,0.7165359854698181
76,2.1850191896611992,0.0,0.41374191133813426,0.4316,2.160554274916649,0.050360057502985,0.7134730219841003
77,2.1735018962486223,0.0,0.4153621173040433,0.4244,2.1747632712125777,0.0278974287211895,0.7164474725723267
78,2.167833774604581,0.0,0.4166494042358615,0.4394,2.155633109807968,0.05096251145005226,0.7087904214859009
79,2.167139169844714,0.0,0.4168269610540433,0.4282,2.1553313374519347,0.030693259090185165,0.7112541198730469
80,2.1565967117520897,0.0,0.4193768742578951,0.429,2.1675364136695863,0.04336788132786751,0.7123181819915771
81,2.1554899154738947,0.0,0.41788983590562234,0.4328,2.162688526511192,0.024403490126132965,0.7087864279747009
82,2.1448227184062656,0.0,0.42329298848794267,0.449,2.114072769880295,0.05077463015913963,0.7025812268257141
83,2.1418026557022873,0.0,0.4237344144758853,0.4386,2.1409942388534544,0.030910633504390717,0.7025057673454285
84,2.1385732919655065,0.0,0.4231006352400238,0.4392,2.128341978788376,0.038349565118551254,0.7037217020988464
85,2.1381356360560115,0.0,0.42576152145523916,0.4414,2.1304516553878785,0.04554469883441925,0.7031093835830688
86,2.122945323247801,0.0,0.42658518779684196,0.4456,2.1183014869689942,0.04125869646668434,0.7010335922241211
87,2.1197690801186995,0.0,0.4278132891790433,0.4446,2.1140622764825823,0.029427330940961838,0.7011587023735046
88,2.1106008758599106,0.0,0.4295987215909091,0.4332,2.1411354809999468,0.025239424780011177,0.706987202167511
89,2.1120916073295204,0.0,0.4298995817926797,0.4352,2.1344136923551558,0.04302450641989708,0.7082220911979675
90,2.1077888672324745,0.0,0.4328440656377511,0.4362,2.0962463855743407,0.026530027389526367,0.6999076008796692
91,2.1035150441933763,0.0,0.43220535437153146,0.4482,2.0998050779104234,0.04756837710738182,0.6999534368515015
92,2.0924708507955074,0.0,0.4336504695767706,0.4402,2.105912151932716,0.05071253702044487,0.6990925073623657
93,2.092565903948112,0.0,0.431482796726579,0.439,2.1327374190092088,0.04158610478043556,0.7059692144393921
94,2.085286691446196,0.0,0.4356257891790433,0.4482,2.0823995620012283,0.031247230246663094,0.69417405128479
95,2.093155950307846,0.0,0.43272816051136365,0.4392,2.1385681718587874,0.04148859530687332,0.7032827138900757
96,2.0830339399928395,0.0,0.4363483467393301,0.4442,2.1023209273815153,0.017776431515812874,0.6958443522453308
97,2.0777686245062132,0.0,0.43787237612361257,0.4404,2.1243757039308546,0.026966221630573273,0.7035253047943115
98,2.07129948518493,0.0,0.44101661147380417,0.4518,2.0888204842805864,0.04944455623626709,0.6949487328529358
99,2.067668204957789,0.0,0.4411645754325119,0.4396,2.1124957323074343,0.035675887018442154,0.7019672393798828
100,2.06632644479925,0.0,0.4364913786676797,0.4404,2.0989950865507128,0.035470589995384216,0.6975827813148499
101,2.0704043717546896,0.0,0.4402447325092825,0.45,2.071064206957817,0.03723006322979927,0.6904082298278809
102,2.0520575500347396,0.0,0.4423507536676797,0.4594,2.043230140209198,0.04665689915418625,0.6887241005897522
103,2.0560426004230976,0.0,0.4399192116477273,0.4502,2.1205777376890182,0.03849474713206291,0.6973237991333008
104,2.04770744795149,0.0,0.4422866359183734,0.4548,2.0567482888698576,0.04688546806573868,0.6879532337188721
105,2.037666780366139,0.0,0.4487354008650238,0.4546,2.0815054565668105,0.04990217462182045,0.6920565366744995
106,2.039412777193568,0.0,0.4444666390561245,0.459,2.0524510979652404,0.03064609318971634,0.6866675019264221
107,2.043240012770349,0.0,0.44496725067834964,0.4486,2.0775377571582796,0.03174053877592087,0.6951805353164673
108,2.032778189940886,0.0,0.4483013731342825,0.4642,2.0347593516111373,0.054922666400671005,0.6851826310157776
109,2.023007795553316,0.0,0.4533469460227273,0.4526,2.042764887213707,0.01920786313712597,0.6831998229026794
110,2.0254119675267828,0.0,0.45035807288844476,0.4634,2.032447248697281,0.03607863560318947,0.6826757788658142
111,2.0178546597334472,0.0,0.4490091343494979,0.4502,2.0669443011283875,0.030022017657756805,0.6877046227455139
112,2.0237422697246075,0.0,0.45036793720315804,0.4572,2.0365318566560746,0.04105036333203316,0.6855759620666504
113,2.0137631825425406,0.0,0.4501879143274643,0.4546,2.062338998913765,0.033421315252780914,0.6875262260437012
114,2.0059148520231247,0.0,0.4524147727272727,0.4574,2.0126631259918213,0.017424706369638443,0.6792246699333191
115,2.0078992061316967,0.0,0.45195361819456925,0.46,2.024206557869911,0.028896179050207138,0.6779259443283081
116,2.0087609020146457,0.0,0.4525232796811245,0.4626,2.0122738033533096,0.03366744518280029,0.6755955815315247
117,2.0043441507626665,0.0,0.45146287088705733,0.453,2.0542148113250733,0.02945406548678875,0.6879320740699768
118,2.0079580921341074,0.0,0.45546036535366013,0.4616,2.053301510214806,0.05285857990384102,0.6880714297294617
119,2.0015340230681677,0.0,0.45631362455473706,0.4608,2.0474301844835283,0.022128181532025337,0.6818507313728333
120,1.9975607015869834,0.0,0.4555022885853594,0.4664,2.009837877750397,0.03714003413915634,0.6773828268051147
121,1.9990877631035717,0.0,0.4556058633395217,0.4624,2.0215814650058745,0.028625309467315674,0.6769993901252747
122,1.9905268763276665,0.0,0.45741102438081394,0.4722,1.9858950644731521,0.041517727077007294,0.6710730195045471
123,1.9887890361926772,0.0,0.4547994594851678,0.4628,2.012601688504219,0.05600900575518608,0.6798110008239746
124,1.9843316592953422,0.0,0.4593740136108615,0.4638,2.011479490995407,0.042020849883556366,0.677963376045227
125,1.9883682622828267,0.0,0.458826546726579,0.4582,2.014667585492134,0.02681582421064377,0.680643618106842
126,1.9798898287117481,0.0,0.4586884469979189,0.4626,2.0079914212226866,0.028187410905957222,0.6774083971977234
127,1.9742224006490274,0.0,0.45993134464052593,0.4628,2.0183535307645797,0.029164770618081093,0.6788347363471985
128,1.9817104939032684,0.0,0.46104107483882795,0.4572,2.031513425707817,0.02710895612835884,0.6804689168930054
129,1.9649287878789685,0.0,0.4616526593877511,0.4728,1.9617612272500993,0.023934975266456604,0.6661754250526428
130,1.9748203287070447,0.0,0.462804312648421,0.4654,1.9935252726078034,0.027274250984191895,0.6757368445396423
131,1.9580289149148897,0.0,0.46461440580473706,0.4604,2.0279213219881056,0.0220072939991951,0.6792841553688049
132,1.967222398654981,0.0,0.4613986545327035,0.4602,2.030122256278992,0.01838984154164791,0.6790456175804138
133,1.9533429430289702,0.0,0.4645182292231105,0.4646,2.013889175653458,0.023808889091014862,0.6772311329841614
134,1.9528506181456826,0.0,0.46299419983882795,0.4614,2.0176669269800187,0.02313331700861454,0.6761168837547302
135,1.9539599530398846,0.0,0.4657512626356699,0.4754,1.9858254730701446,0.03778713196516037,0.6710303425788879
136,1.9481334327296778,0.0,0.4665773951194503,0.4524,2.0176612943410874,0.015732942149043083,0.680784285068512
137,1.9482913213697346,0.0,0.4656378235667944,0.4654,2.0164962887763975,0.02413143217563629,0.6760271191596985
138,1.9394347613508052,0.0,0.4675218987024643,0.4742,1.986366730928421,0.027309469878673553,0.6661664247512817
139,1.9488280439241366,0.0,0.4657808554104783,0.4732,1.97377407848835,0.02355022542178631,0.6662840247154236
140,1.931717580015009,0.0,0.47111989032815804,0.4756,1.978114625811577,0.036201752722263336,0.6666974425315857
141,1.934050844812935,0.0,0.46959092882885173,0.469,1.9967124909162521,0.030719934031367302,0.6727237105369568
142,1.9386183812536977,0.0,0.4663603811270811,0.4658,1.999937316775322,0.01765073835849762,0.6725521683692932
143,1.929043772545728,0.0,0.471349234523421,0.4688,1.9816676050424575,0.03616700693964958,0.6696006059646606
144,1.9349927431480451,0.0,0.46647382028062234,0.4838,1.9701363772153855,0.03365735337138176,0.6652327179908752
145,1.9355216737497936,0.0,0.4721852312372489,0.4766,1.9786325961351394,0.03796152397990227,0.6699197292327881
146,1.9357532997700302,0.0,0.46811622084880417,0.4732,1.9857178211212159,0.02615334652364254,0.6691139936447144
147,1.926499224521897,0.0,0.4708264283835888,0.479,1.9634313583374023,0.04027331620454788,0.6677343845367432
148,1.9200154048475353,0.0,0.47373145522380417,0.4728,1.9698359817266464,0.02557137981057167,0.6681868433952332
149,1.9220756783404134,0.0,0.4716131036931818,0.4748,1.9740980386734008,0.038896623998880386,0.6679064035415649
150,1.9157958274537867,0.0,0.47749713935296645,0.4826,1.9458297520875931,0.047741129994392395,0.6648881435394287
151,1.911337138576941,0.0,0.4755292180078951,0.4746,1.9651092499494554,0.029836714267730713,0.6638072729110718
152,1.9114598293196072,0.0,0.47651564473794267,0.4786,1.9363660752773284,0.03284691274166107,0.6588582396507263
153,1.9165059558369897,0.0,0.46988932288844476,0.4754,1.98353391289711,0.036788176745176315,0.6653630137443542
154,1.9130388274788857,0.0,0.47449593601579015,0.4776,1.9597758233547211,0.03217947110533714,0.6611782908439636
155,1.8970688110725447,0.0,0.4779681582003832,0.476,1.9644133776426316,0.021425021812319756,0.6642846465110779
156,1.9132200113751672,0.0,0.472081656398421,0.4832,1.9573281496763228,0.03260057792067528,0.6633121371269226
157,1.89842575551434,0.0,0.4784860322251916,0.4824,1.9374133855104447,0.03593302145600319,0.6583567261695862
158,1.898028489202261,0.0,0.4797018032351678,0.4798,1.954285517334938,0.03136185184121132,0.6632388234138489
159,1.8998454873534767,0.0,0.47932449491186574,0.479,1.954149639606476,0.02015499211847782,0.6581180691719055
160,1.8963561637157744,0.0,0.4799484099176797,0.479,1.9454597175121306,0.030985739082098007,0.664344847202301
